NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR
221100,"Electric Power Generation, Transmission and Distribution",15-2031,Operations Research Analysts,detailed,590,8.4,0.15,1,41.08,"85,460",2.8,26.67,32.87,40.23,48.49,57.81,"55,460","68,370","83,690","100,870","120,250",,,2014
221100,"Electric Power Generation, Transmission and Distribution",15-2041,Statisticians,detailed,40,35.1,0.01,~,35.97,"74,830",7.8,18.47,25.81,35.6,44.97,54.58,"38,410","53,690","74,040","93,550","113,530",,,2014
221200,Natural Gas Distribution,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,190,6.5,0.18,1,42.93,"89,280",2.2,30.33,34.98,42.16,50.2,58.75,"63,080","72,750","87,700","104,420","122,200",,,2014
221200,Natural Gas Distribution,13-1161,Market Research Analysts and Marketing Specialists,detailed,620,8.9,0.57,5,35.53,"73,910",2.8,18.78,25.78,34.59,44.52,55.29,"39,060","53,620","71,940","92,590","115,010",,,2014
221200,Natural Gas Distribution,13-2031,Budget Analysts,detailed,160,7.5,0.15,1,41.52,"86,350",5.9,23.38,31.16,40.21,48.46,61.86,"48,630","64,810","83,630","100,800","128,660",,,2014
221200,Natural Gas Distribution,13-2041,Credit Analysts,detailed,120,23.8,0.11,1,42.52,"88,440",5.8,25.04,31.72,38.94,49.77,62.35,"52,080","65,970","80,990","103,520","129,690",,,2014
221200,Natural Gas Distribution,13-2051,Financial Analysts,detailed,840,8.3,0.77,3,43.69,"90,880",3,27.07,33.71,42.53,52.78,63.55,"56,310","70,120","88,470","109,770","132,190",,,2014
221200,Natural Gas Distribution,15-1121,Computer Systems Analysts,detailed,"1,520",9.1,1.38,3,46.07,"95,820",3,31.15,38.26,46.2,55.11,62.83,"64,800","79,580","96,100","114,640","130,700",,,2014
221200,Natural Gas Distribution,15-1122,Information Security Analysts,detailed,150,11.4,0.13,1,48.27,"100,400",3.9,31.37,39.33,48.54,58.25,68.89,"65,240","81,810","100,960","121,170","143,290",,,2014
221200,Natural Gas Distribution,15-1141,Database Administrators,detailed,180,11,0.17,1,46.58,"96,890",3.4,26.95,34.55,48.68,58.02,67.06,"56,060","71,870","101,250","120,670","139,490",,,2014
221200,Natural Gas Distribution,15-2031,Operations Research Analysts,detailed,120,13,0.11,1,39.57,"82,300",2.9,24.64,29.6,37.02,50.11,58.37,"51,240","61,570","77,000","104,230","121,410",,,2014
221300,"Water, Sewage and Other Systems",13-2051,Financial Analysts,detailed,30,19.1,0.07,~,37,"76,960",8.2,21.84,28.66,34.98,43.61,60.37,"45,430","59,600","72,750","90,720","125,560",,,2014
221300,"Water, Sewage and Other Systems",15-1121,Computer Systems Analysts,detailed,50,41.1,0.11,~,35.94,"74,760",9.7,19.07,24.08,33.74,42.98,53.84,"39,660","50,090","70,190","89,400","111,980",,,2014
236100,Residential Building Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,80,26.6,0.01,~,27.56,"57,330",9.3,17.52,21.5,27.72,33.48,36.89,"36,440","44,720","57,660","69,640","76,720",,,2014
236100,Residential Building Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,740",7.2,0.27,1,25.93,"53,940",2.5,13.55,18.03,23.98,32.01,39.46,"28,180","37,500","49,880","66,580","82,080",,,2014
236100,Residential Building Construction,13-2031,Budget Analysts,detailed,50,33.7,0.01,~,33.59,"69,870",6.2,17.82,27.2,32.79,37.88,50.62,"37,070","56,590","68,190","78,790","105,280",,,2014
236100,Residential Building Construction,13-2051,Financial Analysts,detailed,70,26.3,0.01,~,39.34,"81,830",10.8,21.51,27.94,35.46,43.72,58.3,"44,730","58,120","73,750","90,930","121,260",,,2014
236100,Residential Building Construction,15-1121,Computer Systems Analysts,detailed,80,16.4,0.01,~,42.59,"88,590",3.5,25.66,34.59,42.96,51.48,59.15,"53,380","71,940","89,350","107,070","123,030",,,2014
236100,Residential Building Construction,15-1122,Information Security Analysts,detailed,40,30.7,0.01,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,,2014
236200,Nonresidential Building Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,180,14.8,0.03,~,33.25,"69,170",6.3,19.57,23.76,31.85,42.32,51.83,"40,700","49,410","66,240","88,030","107,810",,,2014
236200,Nonresidential Building Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,"2,120",5.9,0.31,3,32.02,"66,600",2.2,17,21.46,28.74,39,53.62,"35,370","44,630","59,770","81,120","111,530",,,2014
236200,Nonresidential Building Construction,13-2031,Budget Analysts,detailed,150,30.4,0.02,~,33.56,"69,800",3.7,24.61,27.57,32.43,37.13,44.16,"51,190","57,350","67,450","77,240","91,860",,,2014
236200,Nonresidential Building Construction,13-2051,Financial Analysts,detailed,100,19.9,0.01,~,36.73,"76,410",6.3,20.7,24.97,34.22,44.55,61.56,"43,060","51,940","71,180","92,670","128,040",,,2014
236200,Nonresidential Building Construction,15-1121,Computer Systems Analysts,detailed,150,14.7,0.02,~,39.86,"82,910",4.4,22.53,28.95,39.4,47.73,57.92,"46,860","60,220","81,950","99,270","120,480",,,2014
236200,Nonresidential Building Construction,15-1122,Information Security Analysts,detailed,70,17.1,0.01,~,40.87,"85,000",5.8,23,28.41,38.37,51.3,57.75,"47,840","59,080","79,800","106,700","120,120",,,2014
236200,Nonresidential Building Construction,15-1141,Database Administrators,detailed,40,26.3,0.01,~,37.3,"77,590",4.3,24.32,28.69,38.07,45.22,53.22,"50,590","59,670","79,190","94,060","110,700",,,2014
237100,Utility System Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,80,12.7,0.02,~,28.48,"59,240",4.3,19.21,21.77,26.69,34,42.15,"39,960","45,290","55,510","70,720","87,660",,,2014
237100,Utility System Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,150,19.8,0.03,~,31.29,"65,090",4.4,17.89,23.1,28.97,37.62,47.63,"37,210","48,040","60,250","78,240","99,070",,,2014
237100,Utility System Construction,13-2051,Financial Analysts,detailed,40,24.4,0.01,~,34.68,"72,140",5.6,21.39,25.19,31.22,43.89,54.96,"44,490","52,400","64,930","91,300","114,320",,,2014
237100,Utility System Construction,15-1121,Computer Systems Analysts,detailed,120,25.4,0.02,~,38.36,"79,790",6.7,22.38,29.98,35.55,46.27,56.96,"46,540","62,370","73,940","96,240","118,480",,,2014
237100,Utility System Construction,15-1122,Information Security Analysts,detailed,30,26.6,0.01,~,35.6,"74,040",6,9.17,25.82,39,46.63,56.13,"19,080","53,700","81,110","97,000","116,760",,,2014
237200,Land Subdivision,13-1161,Market Research Analysts and Marketing Specialists,detailed,350,14.7,0.86,4,29.35,"61,050",4.5,16.04,18.81,28.92,35.37,47.75,"33,370","39,130","60,160","73,580","99,320",,,2014
237200,Land Subdivision,13-2051,Financial Analysts,detailed,160,36.1,0.39,2,42.36,"88,110",7.8,28.63,32.01,35.82,47.49,69.47,"59,540","66,590","74,500","98,770","144,510",,,2014
237300,"Highway, Street, and Bridge Construction",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,40,13.1,0.01,~,28.84,"59,990",4.7,19.38,21.64,26.32,34.52,45.19,"40,320","45,020","54,750","71,790","93,990",,,2014
237300,"Highway, Street, and Bridge Construction",13-1161,Market Research Analysts and Marketing Specialists,detailed,**,**,**,~,32.08,"66,720",4.6,19.52,24.36,28.74,37.01,50.84,"40,600","50,670","59,770","76,970","105,750",,,2014
237300,"Highway, Street, and Bridge Construction",15-1122,Information Security Analysts,detailed,**,**,**,1,35.51,"73,870",5.1,25.19,27.93,32.57,38.63,56.47,"52,400","58,090","67,740","80,350","117,460",,,2014
237900,Other Heavy and Civil Engineering Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,110,40.1,0.11,~,32.98,"68,600",6.4,17.79,22.71,31.37,38.33,52.59,"36,990","47,240","65,250","79,720","109,400",,,2014
237900,Other Heavy and Civil Engineering Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,90,17.2,0.08,1,31.88,"66,310",6.1,15.03,22.07,28.75,41.16,52.22,"31,270","45,910","59,800","85,610","108,620",,,2014
237900,Other Heavy and Civil Engineering Construction,13-2051,Financial Analysts,detailed,50,37.1,0.05,~,40.51,"84,250",4.1,25.29,31.67,39.89,47.44,61.01,"52,610","65,880","82,970","98,680","126,900",,,2014
237900,Other Heavy and Civil Engineering Construction,15-1121,Computer Systems Analysts,detailed,50,40.8,0.05,~,38.17,"79,390",3.6,23.74,28.28,36.59,44.9,57.01,"49,390","58,830","76,100","93,380","118,570",,,2014
237900,Other Heavy and Civil Engineering Construction,15-1141,Database Administrators,detailed,30,19.2,0.03,~,30.67,"63,780",9.7,19.82,24.45,27.17,34,50.3,"41,220","50,850","56,500","70,720","104,630",,,2014
238100,"Foundation, Structure, and Building Exterior Contractors",13-1161,Market Research Analysts and Marketing Specialists,detailed,160,22.4,0.02,~,*,*,*,*,*,*,*,*,*,*,*,*,*,,,2014
238200,Building Equipment Contractors,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,70,15.4,0,~,31.4,"65,310",5.2,19.02,23.15,28.25,36.25,49.71,"39,560","48,160","58,770","75,390","103,390",,,2014
238200,Building Equipment Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,790,10.7,0.04,~,31.22,"64,950",3.3,16.14,21.94,30.07,39.63,46.45,"33,570","45,640","62,540","82,420","96,610",,,2014
238200,Building Equipment Contractors,13-2031,Budget Analysts,detailed,50,40.3,0,~,36.28,"75,450",3.9,28.56,31.89,35.62,41.21,46.07,"59,400","66,320","74,080","85,720","95,820",,,2014
238200,Building Equipment Contractors,13-2051,Financial Analysts,detailed,70,23.8,0,~,36.41,"75,740",4.3,25.25,28.91,36.84,43.44,48.31,"52,510","60,120","76,620","90,350","100,490",,,2014
238200,Building Equipment Contractors,15-1121,Computer Systems Analysts,detailed,370,39.7,0.02,~,44.74,"93,060",5,30.13,37.55,44.6,53.62,60.26,"62,680","78,100","92,780","111,520","125,340",,,2014
238200,Building Equipment Contractors,15-1122,Information Security Analysts,detailed,50,32.7,0,~,40.33,"83,880",4.4,25.13,31.77,40.05,48.66,57.73,"52,270","66,080","83,300","101,220","120,090",,,2014
238200,Building Equipment Contractors,15-1141,Database Administrators,detailed,90,29.3,0,~,40.18,"83,580",5.4,24.04,28.13,42.9,51.9,56.12,"50,010","58,520","89,230","107,960","116,720",,,2014
238300,Building Finishing Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,290,16,0.04,~,20.82,"43,310",6,8.88,11.67,18.33,26.81,35.32,"18,460","24,280","38,120","55,760","73,470",,,2014
238900,Other Specialty Trade Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,180,24.9,0.03,~,29.45,"61,260",11.3,14.06,18.04,25.44,36.05,56.29,"29,250","37,520","52,910","74,990","117,090",,,2014
311100,Animal Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,30,27.1,0.06,1,24.81,"51,600",10.2,13.43,17,25.08,29.69,37.83,"27,930","35,370","52,160","61,760","78,680",,,2014
311100,Animal Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,220,15.3,0.4,2,32.47,"67,540",9.7,14.06,20.16,28.82,37.44,53.09,"29,240","41,920","59,940","77,870","110,420",,,2014
311100,Animal Food Manufacturing,15-1121,Computer Systems Analysts,detailed,40,32.1,0.07,1,33.44,"69,550",3.9,24,27.1,32.61,39.79,46.51,"49,920","56,370","67,820","82,770","96,730",,,2014
311200,Grain and Oilseed Milling,13-1161,Market Research Analysts and Marketing Specialists,detailed,150,8.8,0.26,6,33.53,"69,730",4.7,16.7,22.41,31.57,44.19,55.13,"34,740","46,610","65,670","91,920","114,680",,,2014
311200,Grain and Oilseed Milling,13-2051,Financial Analysts,detailed,100,14.1,0.18,4,32.3,"67,190",2.3,20.79,26.23,32.37,38.03,44.81,"43,250","54,550","67,330","79,100","93,200",,,2014
311300,Sugar and Confectionery Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,130,12.7,0.18,2,31.28,"65,050",5.2,14.82,20.98,30.34,38.09,49.87,"30,820","43,640","63,120","79,230","103,720",,,2014
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,50,15.6,0.03,2,29.07,"60,460",11,17.43,20.56,25.18,34.34,51.7,"36,250","42,760","52,370","71,430","107,530",,,2014
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,250,7.6,0.15,5,29.44,"61,230",4.6,17.73,21.13,26.17,34.74,45.94,"36,880","43,950","54,420","72,250","95,560",,,2014
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-2051,Financial Analysts,detailed,110,10.8,0.07,2,31.16,"64,820",2.1,21.28,25.25,30.11,36.44,43.75,"44,260","52,510","62,620","75,800","91,000",,,2014
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,15-1121,Computer Systems Analysts,detailed,40,12.3,0.03,1,39.29,"81,720",3.4,24.31,30.48,37.93,47.9,55.76,"50,570","63,400","78,890","99,630","115,990",,,2014
311500,Dairy Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,30,12.6,0.03,1,29.28,"60,900",4.6,19.8,23.45,27.62,35.15,42.86,"41,180","48,770","57,450","73,110","89,140",,,2014
311500,Dairy Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,260,14,0.19,5,28.64,"59,580",4.3,16.29,20.54,26.26,35.21,45.63,"33,890","42,720","54,630","73,240","94,910",,,2014
311500,Dairy Product Manufacturing,13-2051,Financial Analysts,detailed,80,18.9,0.06,1,34.89,"72,570",4.5,19.02,25.74,33.56,40.91,48.68,"39,570","53,550","69,810","85,090","101,250",,,2014
311500,Dairy Product Manufacturing,15-1121,Computer Systems Analysts,detailed,50,13.3,0.03,1,37.22,"77,420",4.6,25.25,30.52,35.66,44.45,53.17,"52,510","63,480","74,170","92,470","110,580",,,2014
311600,Animal Slaughtering and Processing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,110,6,0.02,2,23.42,"48,700",2.9,15.5,17.38,21.25,27.45,35.17,"32,240","36,160","44,190","57,090","73,150",,,2014
311600,Animal Slaughtering and Processing,13-1161,Market Research Analysts and Marketing Specialists,detailed,150,10,0.03,2,30.35,"63,120",3.5,16.35,20.84,27.23,36.87,50.43,"34,010","43,360","56,650","76,700","104,900",,,2014
311600,Animal Slaughtering and Processing,15-1121,Computer Systems Analysts,detailed,40,9.7,0.01,1,33.04,"68,730",3.1,17.56,25.74,33.81,41.12,46.6,"36,530","53,550","70,320","85,530","96,930",,,2014
311800,Bakeries and Tortilla Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,60,11.9,0.02,~,30.78,"64,020",5,18.56,21.82,28.34,38.22,48.34,"38,600","45,380","58,950","79,490","100,560",,,2014
311800,Bakeries and Tortilla Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,320,10,0.11,1,30.72,"63,900",2.3,18.14,21.66,29.17,37.73,46.42,"37,730","45,050","60,680","78,480","96,560",,,2014
311800,Bakeries and Tortilla Manufacturing,13-2051,Financial Analysts,detailed,60,17.2,0.02,~,35.98,"74,830",6.5,22.94,27.76,35.83,44.33,49.53,"47,710","57,750","74,520","92,200","103,030",,,2014
311900,Other Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,60,13.5,0.03,1,31.05,"64,570",6.3,18.53,23.41,29.73,36.34,45.8,"38,530","48,690","61,830","75,590","95,260",,,2014
311900,Other Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,530,7.9,0.28,6,31.24,"64,970",3.1,16.23,21.75,28.61,36.89,51.89,"33,760","45,240","59,500","76,730","107,930",,,2014
311900,Other Food Manufacturing,13-2051,Financial Analysts,detailed,100,11.6,0.05,1,35.57,"73,990",2.2,24.66,28.68,35.52,42.38,46.73,"51,290","59,650","73,870","88,150","97,200",,,2014
311900,Other Food Manufacturing,15-1121,Computer Systems Analysts,detailed,130,6.1,0.07,1,31.71,"65,960",4.5,17.38,21.51,28.81,40.32,51.69,"36,150","44,740","59,930","83,870","107,510",,,2014
312100,Beverage Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,60,16.3,0.03,1,28.52,"59,310",3.8,19.75,22.29,26.76,32.28,40.91,"41,070","46,370","55,660","67,130","85,100",,,2014
312100,Beverage Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,120",8.6,0.58,9,29.06,"60,450",3.3,15.27,19.23,25.3,36.02,47.14,"31,750","39,990","52,630","74,920","98,050",,,2014
312100,Beverage Manufacturing,13-2051,Financial Analysts,detailed,70,23.7,0.03,~,39.31,"81,760",8.5,23.84,31.27,36.56,44.2,55.75,"49,590","65,040","76,050","91,930","115,970",,,2014
312100,Beverage Manufacturing,15-1121,Computer Systems Analysts,detailed,200,12.7,0.1,2,36.84,"76,620",3,18.85,28.91,37.07,46.45,54.82,"39,210","60,130","77,100","96,620","114,020",,,2014
312200,Tobacco Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,40,30.2,0.27,10,32.03,"66,610",7,16.2,18.98,28.74,38.31,55.38,"33,700","39,470","59,780","79,680","115,180",,,2014
312200,Tobacco Manufacturing,15-1121,Computer Systems Analysts,detailed,140,34.7,1.05,9,41.94,"87,230",3.6,27.39,35.13,42.55,49.63,56.64,"56,980","73,070","88,500","103,220","117,820",,,2014
313200,Fabric Mills,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,40,16.5,0.06,3,26.55,"55,220",7.7,13.75,18.9,25.21,33.04,42.98,"28,590","39,310","52,430","68,730","89,400",,,2014
313200,Fabric Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,70,12.5,0.12,5,30.17,"62,750",5.4,14.01,20.11,26.93,40.83,51.57,"29,140","41,840","56,000","84,920","107,270",,,2014
313300,Textile and Fabric Finishing and Fabric Coating Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,60,17.9,0.18,3,32.46,"67,510",8.4,17.73,21.55,28.44,42.36,55.34,"36,890","44,820","59,160","88,110","115,120",,,2014
314100,Textile Furnishings Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,120,10.3,0.24,2,27.7,"57,610",3.1,16.95,20.43,26.55,32.98,37.87,"35,250","42,500","55,230","68,600","78,770",,,2014
314900,Other Textile Product Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,210,10.3,0.33,2,27.6,"57,410",3.2,15.46,19.2,25.18,34.88,43.33,"32,150","39,930","52,380","72,560","90,120",,,2014
315200,Cut and Sew Apparel Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,470,13.9,0.4,3,31.66,"65,850",3.1,17.66,21.97,29.43,39.19,49.79,"36,730","45,700","61,220","81,520","103,570",,,2014
315200,Cut and Sew Apparel Manufacturing,13-2041,Credit Analysts,detailed,40,29.7,0.03,~,34.03,"70,770",9.5,20.12,24.03,31.12,39.98,58.97,"41,850","49,970","64,730","83,160","122,660",,,2014
315200,Cut and Sew Apparel Manufacturing,15-1121,Computer Systems Analysts,detailed,60,25.5,0.05,~,38.72,"80,550",3.7,27.04,33.21,39.45,44.91,51.82,"56,250","69,080","82,050","93,420","107,780",,,2014
315900,Apparel Accessories and Other Apparel Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,80,23,0.67,2,30.19,"62,800",3,18.88,22.81,27.77,36.07,47.98,"39,260","47,450","57,760","75,030","99,790",,,2014
316200,Footwear Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,30,27.4,0.26,4,35.19,"73,190",9.1,17.67,23.9,34.09,49.82,55.53,"36,760","49,720","70,910","103,620","115,500",,,2014
316900,Other Leather and Allied Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,80,17.4,0.68,6,25.44,"52,910",6.1,14.07,16.61,22.99,32.34,43.19,"29,270","34,540","47,830","67,260","89,830",,,2014
321200,"Veneer, Plywood, and Engineered Wood Product Manufacturing",13-1161,Market Research Analysts and Marketing Specialists,detailed,40,25.1,0.06,1,26.93,"56,020",3.1,19.47,21.64,25.51,29.87,39.88,"40,500","45,000","53,070","62,140","82,950",,,2014
321900,Other Wood Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,140,13.2,0.07,~,27.49,"57,180",3.1,15.55,19.3,26.36,32.23,41.97,"32,340","40,150","54,820","67,030","87,300",,,2014
321900,Other Wood Product Manufacturing,15-1121,Computer Systems Analysts,detailed,90,20.4,0.04,~,35.84,"74,550",3.1,23.5,28.74,34.52,42.35,51.35,"48,880","59,790","71,800","88,090","106,800",,,2014
322100,"Pulp, Paper, and Paperboard Mills",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,60,20.6,0.06,6,31.65,"65,840",3.5,20.14,24.79,31.9,38.5,44.61,"41,880","51,560","66,360","80,080","92,800",,,2014
322100,"Pulp, Paper, and Paperboard Mills",13-1161,Market Research Analysts and Marketing Specialists,detailed,80,17.4,0.08,5,28.77,"59,850",4.9,14.93,19.76,26.37,33.89,48.1,"31,060","41,100","54,840","70,490","100,040",,,2014
322100,"Pulp, Paper, and Paperboard Mills",13-2051,Financial Analysts,detailed,140,18.2,0.13,5,35.86,"74,590",3.1,21.16,26.17,32.38,41.13,53.52,"44,000","54,430","67,350","85,550","111,330",,,2014
