NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR
334400,Semiconductor and Other Electronic Component Manufacturing,15-2041,Statisticians,detailed,50,23.8,0.01,~,50.92,"105,900",3,37.9,42.3,50.43,59.97,69.55,"78,830","87,980","104,900","124,730","144,650",,,2014
334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,320,7,0.08,3,33.62,"69,940",1.7,21.15,25.95,32.33,40.6,49.69,"44,000","53,970","67,240","84,450","103,350",,,2014
334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",13-1161,Market Research Analysts and Marketing Specialists,detailed,"4,080",6.4,1.05,16,39.87,"82,920",1.8,21.07,27,36.3,50.58,65.93,"43,820","56,170","75,500","105,200","137,130",,,2014
334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",13-2031,Budget Analysts,detailed,"1,060",17.7,0.28,2,41.58,"86,480",2.8,26.91,32.61,40.3,49.87,59.23,"55,980","67,830","83,830","103,740","123,200",,,2014
334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",13-2041,Credit Analysts,detailed,130,26.4,0.03,1,32.41,"67,420",3.6,20.99,25.29,31.61,36.24,42.92,"43,660","52,610","65,760","75,390","89,280",,,2014
334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",13-2051,Financial Analysts,detailed,"2,660",6.9,0.69,5,40.55,"84,340",1.3,25.48,31.14,38.7,47.91,58.59,"53,010","64,780","80,500","99,640","121,860",,,2014
334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",15-1121,Computer Systems Analysts,detailed,"3,510",6.8,0.91,7,45.77,"95,200",1.3,29.74,35.54,44.49,55.37,66.47,"61,850","73,930","92,540","115,170","138,270",,,2014
334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",15-1122,Information Security Analysts,detailed,580,6.9,0.15,2,46.66,"97,060",1.8,29.5,36.55,45.94,56.54,68.04,"61,360","76,020","95,560","117,610","141,510",,,2014
334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",15-1141,Database Administrators,detailed,380,7.2,0.1,2,46.14,"95,970",2.1,26.1,35.43,46.43,58,68.21,"54,280","73,680","96,580","120,640","141,880",,,2014
334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",15-2031,Operations Research Analysts,detailed,320,12.5,0.08,1,45.98,"95,640",3.2,24.68,31.97,43.78,57.1,70.95,"51,330","66,490","91,060","118,760","147,590",,,2014
334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",15-2041,Statisticians,detailed,60,17.7,0.01,~,50.74,"105,540",3.1,32.01,40.04,52,60.82,70.92,"66,580","83,280","108,150","126,500","147,510",,,2014
334600,Manufacturing and Reproducing Magnetic and Optical Media,13-1161,Market Research Analysts and Marketing Specialists,detailed,130,10.6,0.73,5,43.52,"90,530",3.5,25.42,31.23,41.52,54.31,67.04,"52,880","64,960","86,370","112,950","139,430",,,2014
334600,Manufacturing and Reproducing Magnetic and Optical Media,13-2051,Financial Analysts,detailed,70,10.4,0.43,1,40.07,"83,350",4.1,24.03,30.06,39.88,50.52,57.68,"49,980","62,520","82,960","105,090","119,970",,,2014
334600,Manufacturing and Reproducing Magnetic and Optical Media,15-1121,Computer Systems Analysts,detailed,170,21.8,1.01,4,39.63,"82,420",4.1,23.57,29.57,37.67,46.82,59.54,"49,030","61,500","78,360","97,380","123,840",,,2014
335100,Electric Lighting Equipment Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,370,9.2,0.8,14,30.5,"63,450",3.4,15.75,20.76,27.85,37.76,49.73,"32,750","43,190","57,940","78,530","103,440",,,2014
335100,Electric Lighting Equipment Manufacturing,13-2041,Credit Analysts,detailed,40,9.2,0.08,1,22.25,"46,290",2.9,16.7,19.04,21.45,24.28,29.83,"34,740","39,600","44,630","50,500","62,050",,,2014
335100,Electric Lighting Equipment Manufacturing,13-2051,Financial Analysts,detailed,120,28.5,0.27,1,31.83,"66,210",3.6,24.6,26.51,29.72,36.66,44.17,"51,170","55,140","61,810","76,260","91,860",,,2014
335100,Electric Lighting Equipment Manufacturing,15-1121,Computer Systems Analysts,detailed,70,14,0.14,2,35.63,"74,100",3.5,24.72,29.1,34.46,41.69,50.31,"51,430","60,530","71,670","86,720","104,650",,,2014
335200,Household Appliance Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,350,12.9,0.6,11,33.46,"69,610",3.7,19.88,24.76,32.41,40.81,47.89,"41,360","51,500","67,420","84,890","99,610",,,2014
335200,Household Appliance Manufacturing,13-2051,Financial Analysts,detailed,160,9.5,0.27,3,37.64,"78,280",2.1,26.17,31.71,37.81,44.14,48.71,"54,430","65,960","78,640","91,800","101,330",,,2014
335300,Electrical Equipment Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,80,15.5,0.06,2,30.69,"63,830",2.6,19.02,22.44,28.6,37.75,47.4,"39,570","46,680","59,490","78,520","98,600",,,2014
335300,Electrical Equipment Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,910,8.2,0.63,10,34.9,"72,590",2.4,18.56,24.85,32.81,43.15,54.76,"38,600","51,680","68,250","89,750","113,910",,,2014
335300,Electrical Equipment Manufacturing,13-2041,Credit Analysts,detailed,40,23.6,0.03,1,29.46,"61,270",6.3,17.49,20.63,25.88,33.39,45.21,"36,380","42,910","53,830","69,450","94,030",,,2014
335300,Electrical Equipment Manufacturing,13-2051,Financial Analysts,detailed,240,6.3,0.17,2,42.35,"88,080",4,26.43,31.65,39.7,49.24,63.93,"54,970","65,830","82,580","102,410","132,980",,,2014
335300,Electrical Equipment Manufacturing,15-1121,Computer Systems Analysts,detailed,170,10.5,0.12,2,41.69,"86,720",2.6,27.65,32.19,38.77,50.11,61.37,"57,510","66,960","80,640","104,240","127,660",,,2014
335300,Electrical Equipment Manufacturing,15-1141,Database Administrators,detailed,60,15.4,0.04,1,36.79,"76,510",4.1,22.42,26.77,34.86,46.37,56.43,"46,640","55,680","72,500","96,450","117,380",,,2014
335300,Electrical Equipment Manufacturing,15-2031,Operations Research Analysts,detailed,90,20.9,0.06,1,36.14,"75,180",5.8,23.19,26.6,32.96,44.54,56.04,"48,240","55,320","68,560","92,650","116,570",,,2014
335900,Other Electrical Equipment and Component Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,50,7.4,0.04,1,30.67,"63,790",3,21.51,25.47,30.29,35.05,39.33,"44,750","52,970","63,000","72,900","81,810",,,2014
335900,Other Electrical Equipment and Component Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,730,5.6,0.57,10,38.23,"79,530",3.1,20.54,27.07,36.76,48.52,58.56,"42,710","56,300","76,450","100,920","121,800",,,2014
335900,Other Electrical Equipment and Component Manufacturing,13-2041,Credit Analysts,detailed,40,13,0.03,~,28.24,"58,740",3.6,19.86,22.26,26.57,33.39,42.06,"41,320","46,300","55,270","69,450","87,480",,,2014
335900,Other Electrical Equipment and Component Manufacturing,13-2051,Financial Analysts,detailed,150,4,0.12,2,38.71,"80,520",2,26.75,32.03,39.32,45.49,51.76,"55,650","66,620","81,780","94,620","107,660",,,2014
335900,Other Electrical Equipment and Component Manufacturing,15-1121,Computer Systems Analysts,detailed,290,5,0.23,2,43,"89,430",3.3,29.86,36.16,42.93,50.76,57.4,"62,110","75,210","89,290","105,570","119,390",,,2014
335900,Other Electrical Equipment and Component Manufacturing,15-2031,Operations Research Analysts,detailed,40,12.5,0.03,1,35.93,"74,730",6,22.79,27.7,33.81,42.79,54.82,"47,390","57,610","70,330","89,000","114,030",,,2014
336100,Motor Vehicle Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,160,35.3,0.09,4,46.35,"96,400",5.7,26.42,35.93,47.99,57.18,66.63,"54,950","74,730","99,810","118,940","138,590",,,2014
336100,Motor Vehicle Manufacturing,13-2031,Budget Analysts,detailed,40,6.8,0.02,3,35.72,"74,300",2.2,25.88,30.06,34.41,41.49,49.19,"53,840","62,520","71,570","86,300","102,310",,,2014
336100,Motor Vehicle Manufacturing,13-2051,Financial Analysts,detailed,140,25.5,0.08,5,43.44,"90,360",3.2,27.82,33.93,42.94,53.11,62.71,"57,860","70,570","89,320","110,480","130,440",,,2014
336100,Motor Vehicle Manufacturing,15-1121,Computer Systems Analysts,detailed,320,35.3,0.17,11,48.17,"100,190",3.8,32.75,39.53,46.39,56.33,67.91,"68,110","82,230","96,490","117,170","141,250",,,2014
336100,Motor Vehicle Manufacturing,15-2031,Operations Research Analysts,detailed,60,9.6,0.03,5,46.16,"96,020",2.6,31.46,37.32,47.57,55.46,61.33,"65,430","77,630","98,940","115,360","127,560",,,2014
336200,Motor Vehicle Body and Trailer Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,130,12.8,0.09,4,27.45,"57,110",2.9,16.2,19.71,25.93,34.22,41.56,"33,690","41,000","53,930","71,180","86,440",,,2014
336200,Motor Vehicle Body and Trailer Manufacturing,13-2051,Financial Analysts,detailed,60,8,0.04,1,32.11,"66,780",3.1,23.01,26.45,31.98,38.96,44.77,"47,870","55,020","66,510","81,040","93,110",,,2014
336200,Motor Vehicle Body and Trailer Manufacturing,15-1121,Computer Systems Analysts,detailed,220,3,0.16,3,28.34,"58,940",8.9,17.1,20.24,25.51,35.81,44.99,"35,570","42,100","53,060","74,480","93,580",,,2014
336300,Motor Vehicle Parts Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,130,11.5,0.03,1,29.86,"62,110",3.6,18.52,21.47,27.36,38.68,45.36,"38,530","44,660","56,910","80,450","94,340",,,2014
336300,Motor Vehicle Parts Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,590,10.7,0.11,4,32.54,"67,670",4,16.34,21.64,31.24,42.35,52.81,"33,980","45,000","64,990","88,100","109,850",,,2014
336300,Motor Vehicle Parts Manufacturing,13-2031,Budget Analysts,detailed,120,22.1,0.02,1,39.09,"81,320",4.4,22.99,29.76,37.47,48.89,56.95,"47,810","61,900","77,940","101,690","118,460",,,2014
336300,Motor Vehicle Parts Manufacturing,13-2041,Credit Analysts,detailed,40,14.9,0.01,~,27.85,"57,930",5.5,19.08,20.84,23.77,32.61,37.13,"39,680","43,350","49,450","67,830","77,230",,,2014
336300,Motor Vehicle Parts Manufacturing,13-2051,Financial Analysts,detailed,530,16.9,0.1,2,36.91,"76,780",2.9,23.11,29.35,36,44.46,54.23,"48,060","61,050","74,870","92,490","112,800",,,2014
336300,Motor Vehicle Parts Manufacturing,15-1121,Computer Systems Analysts,detailed,"1,660",9.3,0.31,9,35.56,"73,970",2.1,21.27,27.06,34.54,43.16,51.74,"44,240","56,280","71,850","89,780","107,630",,,2014
336300,Motor Vehicle Parts Manufacturing,15-1141,Database Administrators,detailed,120,17,0.02,1,36.58,"76,100",4.2,22.12,26.89,35.15,45.51,55.19,"46,010","55,930","73,100","94,670","114,790",,,2014
336300,Motor Vehicle Parts Manufacturing,15-2031,Operations Research Analysts,detailed,610,23.7,0.12,2,37.57,"78,150",6.4,23.11,28.29,38.26,45.23,53.91,"48,060","58,850","79,590","94,070","112,130",,,2014
336400,Aerospace Product and Parts Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,310,6.8,0.06,3,42.19,"87,750",2.6,25.9,33.33,42.02,51.62,60.14,"53,870","69,320","87,410","107,360","125,090",,,2014
336400,Aerospace Product and Parts Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,260",4.3,0.26,6,51.84,"107,830",3,26.25,37.3,53.29,67.19,75.42,"54,600","77,590","110,830","139,750","156,870",,,2014
336400,Aerospace Product and Parts Manufacturing,13-2031,Budget Analysts,detailed,"2,300",5.7,0.47,3,39.08,"81,290",1.5,25.95,31.3,38.53,46.56,55.22,"53,970","65,110","80,130","96,850","114,860",,,2014
336400,Aerospace Product and Parts Manufacturing,13-2041,Credit Analysts,detailed,80,19.3,0.02,1,42.87,"89,180",4.1,25.53,32.42,41.44,52.65,62.24,"53,110","67,430","86,190","109,520","129,460",,,2014
336400,Aerospace Product and Parts Manufacturing,13-2051,Financial Analysts,detailed,"3,020",11.5,0.61,6,40.76,"84,780",2.6,25.54,29.47,38.71,48.49,60.12,"53,120","61,310","80,510","100,850","125,050",,,2014
336400,Aerospace Product and Parts Manufacturing,15-1121,Computer Systems Analysts,detailed,"5,840",4.4,1.19,15,46,"95,670",1,30.88,38.02,45.96,54.86,61.79,"64,230","79,090","95,600","114,100","128,520",,,2014
336400,Aerospace Product and Parts Manufacturing,15-1122,Information Security Analysts,detailed,890,5.8,0.18,4,45.94,"95,550",2,28.55,36.89,45.84,55.76,65.12,"59,390","76,730","95,350","115,970","135,440",,,2014
336400,Aerospace Product and Parts Manufacturing,15-1141,Database Administrators,detailed,770,4.6,0.16,4,43.74,"90,980",1.9,26.16,33.81,43.41,54.62,64.47,"54,410","70,320","90,300","113,600","134,110",,,2014
336400,Aerospace Product and Parts Manufacturing,15-2031,Operations Research Analysts,detailed,"2,770",3.9,0.56,4,40.96,"85,200",1.8,26.92,33.22,40.89,47.97,56.78,"55,990","69,110","85,040","99,770","118,100",,,2014
336500,Railroad Rolling Stock Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,30,15.2,0.12,6,27.53,"57,260",9.6,15.31,19,25.84,36.75,44.09,"31,840","39,520","53,740","76,440","91,700",,,2014
336500,Railroad Rolling Stock Manufacturing,15-1121,Computer Systems Analysts,detailed,30,24.8,0.12,4,37.08,"77,120",7.3,23.05,30.32,36.02,43.61,54.76,"47,950","63,070","74,920","90,720","113,910",,,2014
336600,Ship and Boat Building,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,100,3.6,0.07,1,32.99,"68,620",3.2,21.21,25.56,31.98,39.88,47.38,"44,120","53,160","66,530","82,960","98,540",,,2014
336600,Ship and Boat Building,13-1161,Market Research Analysts and Marketing Specialists,detailed,50,16,0.04,2,31.45,"65,420",4.3,16.43,22.19,27.84,41.67,52.05,"34,180","46,160","57,910","86,680","108,270",,,2014
336600,Ship and Boat Building,13-2031,Budget Analysts,detailed,130,6.8,0.1,1,32.17,"66,910",2.8,22.65,26.2,31.5,37.49,44.34,"47,120","54,500","65,520","77,980","92,230",,,2014
336600,Ship and Boat Building,13-2051,Financial Analysts,detailed,170,1.4,0.13,1,38.91,"80,940",5.3,25.56,28.95,34.19,43.24,61.19,"53,160","60,210","71,120","89,950","127,270",,,2014
336600,Ship and Boat Building,15-1121,Computer Systems Analysts,detailed,130,6.1,0.1,3,40.76,"84,770",4,24.23,31.14,38.91,48.91,59.15,"50,390","64,780","80,930","101,730","123,040",,,2014
336600,Ship and Boat Building,15-2031,Operations Research Analysts,detailed,40,8.1,0.03,1,45.71,"95,080",9.6,24.14,31.32,42.57,58.75,71.97,"50,200","65,160","88,550","122,200","149,690",,,2014
336900,Other Transportation Equipment Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,210,6.8,0.66,3,37.92,"78,880",3.7,24.12,30.79,37.61,44.22,53.36,"50,180","64,050","78,220","91,980","110,990",,,2014
336900,Other Transportation Equipment Manufacturing,13-2051,Financial Analysts,detailed,70,11.8,0.23,1,40.01,"83,210",3.7,26.96,33.04,40.8,46.42,52.07,"56,080","68,730","84,860","96,550","108,300",,,2014
336900,Other Transportation Equipment Manufacturing,15-1121,Computer Systems Analysts,detailed,160,6.6,0.5,4,39.02,"81,160",4,24.99,30.68,39.59,46.45,54.89,"51,980","63,820","82,350","96,610","114,170",,,2014
337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,270,10.3,0.12,1,26.24,"54,590",3.7,15.05,19.17,22.72,29.75,42.33,"31,310","39,880","47,260","61,870","88,040",,,2014
337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,15-1121,Computer Systems Analysts,detailed,70,34.2,0.03,~,38.71,"80,520",8.3,18.48,27.13,34.87,50.75,67.87,"38,440","56,430","72,540","105,560","141,170",,,2014
337200,Office Furniture (including Fixtures) Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,210,21,0.2,2,25.5,"53,040",2.9,15.51,19.76,23.15,31.24,39.15,"32,260","41,090","48,140","64,980","81,440",,,2014
337200,Office Furniture (including Fixtures) Manufacturing,15-1121,Computer Systems Analysts,detailed,**,**,**,1,35.84,"74,550",5.7,23.32,27.33,33.14,40.3,48.46,"48,510","56,840","68,930","83,820","100,790",,,2014
337200,Office Furniture (including Fixtures) Manufacturing,15-1141,Database Administrators,detailed,40,32.7,0.04,~,30.45,"63,340",4.7,17.46,24.93,29.97,36.7,43.53,"36,320","51,850","62,350","76,340","90,540",,,2014
337900,Other Furniture Related Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,120,16.1,0.36,4,34.93,"72,650",7.3,16.1,26.38,34.49,44.3,56.19,"33,490","54,870","71,740","92,150","116,870",,,2014
339100,Medical Equipment and Supplies Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,180,8,0.06,1,32.17,"66,910",2.6,19.39,24.42,30.94,37.82,46.5,"40,330","50,790","64,360","78,660","96,710",,,2014
339100,Medical Equipment and Supplies Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,"2,330",5.5,0.76,5,38.39,"79,840",1.8,19.57,25.4,35.89,48.96,62.34,"40,710","52,830","74,650","101,830","129,670",,,2014
339100,Medical Equipment and Supplies Manufacturing,13-2031,Budget Analysts,detailed,40,28.4,0.01,~,38.49,"80,070",4,24.88,30.21,36.74,48.96,55.53,"51,750","62,840","76,430","101,840","115,500",,,2014
339100,Medical Equipment and Supplies Manufacturing,13-2041,Credit Analysts,detailed,80,15.3,0.03,~,32.35,"67,290",4.4,20.2,24.33,30.48,37.41,48.34,"42,010","50,600","63,400","77,810","100,550",,,2014
339100,Medical Equipment and Supplies Manufacturing,13-2051,Financial Analysts,detailed,640,10.1,0.21,1,39.22,"81,580",2.3,23.48,29.15,38.51,45.35,56.52,"48,830","60,620","80,090","94,320","117,550",,,2014
339100,Medical Equipment and Supplies Manufacturing,15-1121,Computer Systems Analysts,detailed,790,9.4,0.26,1,41.37,"86,050",1.9,25.54,32.17,41.01,50.7,59.54,"53,130","66,910","85,310","105,460","123,850",,,2014
339100,Medical Equipment and Supplies Manufacturing,15-1141,Database Administrators,detailed,150,11.5,0.05,1,43.07,"89,590",6.5,22.02,28.42,41.03,53.91,67.94,"45,800","59,120","85,340","112,130","141,320",,,2014
339100,Medical Equipment and Supplies Manufacturing,15-2031,Operations Research Analysts,detailed,220,12.7,0.07,1,45.82,"95,310",3.4,28.07,34.8,44.44,55.13,67.73,"58,400","72,390","92,430","114,660","140,870",,,2014
339100,Medical Equipment and Supplies Manufacturing,15-2041,Statisticians,detailed,80,22.7,0.03,~,44.01,"91,540",3.8,24.62,32.96,42.46,54.85,66.2,"51,210","68,560","88,320","114,080","137,690",,,2014
339900,Other Miscellaneous Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,110,9.5,0.04,~,31.04,"64,570",2.5,20.53,24.45,29.56,36.9,44.74,"42,700","50,860","61,480","76,740","93,050",,,2014
339900,Other Miscellaneous Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,630",8.7,0.59,4,29.65,"61,680",2.4,16.02,19.77,26.97,37.12,47.81,"33,320","41,120","56,090","77,200","99,450",,,2014
339900,Other Miscellaneous Manufacturing,13-2031,Budget Analysts,detailed,40,44.1,0.02,~,35.23,"73,270",2.8,24.9,28.86,35.53,42.09,46.02,"51,800","60,040","73,910","87,550","95,720",,,2014
339900,Other Miscellaneous Manufacturing,13-2041,Credit Analysts,detailed,110,11.6,0.04,~,25.09,"52,190",3.4,15.7,17.72,23.12,29.12,38.71,"32,660","36,860","48,090","60,570","80,520",,,2014
339900,Other Miscellaneous Manufacturing,13-2051,Financial Analysts,detailed,100,17,0.04,~,38.26,"79,580",4.9,22.42,27.31,34.86,44.16,56.76,"46,620","56,800","72,500","91,840","118,060",,,2014
339900,Other Miscellaneous Manufacturing,15-1121,Computer Systems Analysts,detailed,210,7.1,0.07,~,34.72,"72,220",2.4,22.39,27.63,33.79,41.3,48.42,"46,570","57,460","70,290","85,910","100,700",,,2014
339900,Other Miscellaneous Manufacturing,15-1122,Information Security Analysts,detailed,50,30.6,0.02,~,37.76,"78,550",5.6,29.76,32.42,36.28,44.74,54.57,"61,910","67,430","75,460","93,050","113,510",,,2014
339900,Other Miscellaneous Manufacturing,15-1141,Database Administrators,detailed,60,20.6,0.02,~,37.3,"77,590",3.3,24.76,27.8,36.41,47.23,54.44,"51,490","57,830","75,730","98,240","113,230",,,2014
423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,90,19.6,0.03,~,26.5,"55,120",3.2,18.9,20.91,24.36,30.18,38.72,"39,310","43,490","50,670","62,770","80,530",,,2014
423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,600",7.7,0.48,3,31.24,"64,980",2.2,16.74,21.57,28.62,39.21,50.76,"34,820","44,870","59,530","81,550","105,580",,,2014
423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,13-2031,Budget Analysts,detailed,50,21.6,0.02,~,37.47,"77,940",4.6,24.58,30.51,37.77,44.26,51.28,"51,120","63,460","78,570","92,050","106,660",,,2014
423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,13-2041,Credit Analysts,detailed,110,15.1,0.03,~,31.79,"66,120",4.6,19.6,21.95,29.58,36.95,51.05,"40,760","45,650","61,530","76,850","106,180",,,2014
423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,13-2051,Financial Analysts,detailed,120,20,0.04,~,36.55,"76,030",3.8,24.97,28.63,34.28,40.9,56.01,"51,940","59,550","71,300","85,080","116,490",,,2014
423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,15-1121,Computer Systems Analysts,detailed,210,33.1,0.06,~,37.21,"77,410",2,25.01,29.22,35.26,43.22,55.08,"52,030","60,780","73,340","89,910","114,560",,,2014
423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,15-1122,Information Security Analysts,detailed,60,14.9,0.02,~,38.47,"80,010",4.8,23.75,27.56,36.89,47.85,57.36,"49,390","57,330","76,730","99,530","119,310",,,2014
423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,15-1141,Database Administrators,detailed,120,31.7,0.04,~,32.77,"68,170",5.1,16.78,22.13,30.78,42.38,54.13,"34,910","46,030","64,030","88,160","112,590",,,2014
423200,Furniture and Home Furnishing Merchant Wholesalers,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,40,19.6,0.04,~,28.73,"59,750",6.2,19.73,22.11,26.82,33.38,42.11,"41,030","45,990","55,780","69,440","87,580",,,2014
423200,Furniture and Home Furnishing Merchant Wholesalers,13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,110",6.5,1.11,5,29.12,"60,580",2.6,15.67,20.17,27,36.37,45.81,"32,600","41,950","56,150","75,650","95,280",,,2014
423200,Furniture and Home Furnishing Merchant Wholesalers,15-1122,Information Security Analysts,detailed,60,19.3,0.06,~,38.68,"80,460",2.9,27.58,32.31,37.21,44.5,55.13,"57,370","67,200","77,410","92,570","114,660",,,2014
423200,Furniture and Home Furnishing Merchant Wholesalers,15-1141,Database Administrators,detailed,40,30.7,0.04,~,32.93,"68,490",12.1,16.91,20.37,26.41,48.02,57.36,"35,160","42,360","54,930","99,880","119,300",,,2014
423300,Lumber and Other Construction Materials Merchant Wholesalers,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,70,18.7,0.03,~,25.56,"53,170",6.2,13.94,19.83,24.27,31.81,36.22,"28,980","41,250","50,480","66,170","75,330",,,2014
423300,Lumber and Other Construction Materials Merchant Wholesalers,13-1161,Market Research Analysts and Marketing Specialists,detailed,690,13.6,0.35,3,25.27,"52,560",7.3,8.8,14.35,22.72,32.59,45.62,"18,300","29,850","47,260","67,790","94,900",,,2014
423300,Lumber and Other Construction Materials Merchant Wholesalers,13-2041,Credit Analysts,detailed,70,22.6,0.04,~,27.45,"57,090",5.1,14.64,18.92,26.52,37.54,43.15,"30,440","39,360","55,170","78,070","89,740",,,2014
423300,Lumber and Other Construction Materials Merchant Wholesalers,15-1121,Computer Systems Analysts,detailed,50,28.9,0.03,~,37.1,"77,170",6.6,24.14,30.31,35.77,44.88,54.12,"50,210","63,040","74,400","93,350","112,580",,,2014
423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,520,7.3,0.08,1,33.62,"69,930",3.5,18.99,22.72,29.9,40.87,55.58,"39,500","47,250","62,190","85,020","115,600",,,2014
423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,13-1161,Market Research Analysts and Marketing Specialists,detailed,"10,070",3.7,1.64,8,35.55,"73,950",3.8,17.03,21.74,31.18,44.96,60.03,"35,430","45,220","64,850","93,520","124,860",,,2014
423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,13-2031,Budget Analysts,detailed,270,13.8,0.04,~,40.49,"84,230",3.6,24.78,29.62,38.3,50.51,60.09,"51,540","61,610","79,660","105,070","124,980",,,2014
423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,13-2041,Credit Analysts,detailed,390,12.2,0.06,~,31.02,"64,520",3.1,19.72,22.78,28.43,35.79,45.24,"41,020","47,380","59,130","74,430","94,100",,,2014
423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,13-2051,Financial Analysts,detailed,"2,290",9.3,0.37,1,42.39,"88,170",2,24.52,30.65,39.26,51,65.6,"50,990","63,760","81,650","106,080","136,450",,,2014
423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,15-1121,Computer Systems Analysts,detailed,"10,950",7,1.78,4,43.02,"89,480",2.2,23.89,31.25,41.81,53.5,65.76,"49,680","65,000","86,950","111,270","136,770",,,2014
423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,15-1122,Information Security Analysts,detailed,"1,200",17.3,0.19,1,43.35,"90,160",2,24.39,31.86,42.89,54.27,65.61,"50,740","66,270","89,210","112,890","136,470",,,2014
423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,15-1141,Database Administrators,detailed,"1,180",12.3,0.19,1,43.01,"89,460",2.1,23.05,31.6,41.86,53.5,64.58,"47,950","65,740","87,060","111,270","134,320",,,2014
423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,15-2031,Operations Research Analysts,detailed,"1,090",7.6,0.18,~,41.21,"85,720",2.9,22.43,28.88,39.27,51.47,63.29,"46,660","60,080","81,680","107,060","131,630",,,2014
423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,15-2041,Statisticians,detailed,**,**,**,~,36.6,"76,120",15.8,25.49,28.45,33.82,44.07,55.65,"53,010","59,170","70,340","91,670","115,750",,,2014
