NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR
115100,Support Activities for Crop Production,15-1141,Database Administrators,detailed,70,18.2,0.02,~,42.48,"88,350",10.5,19.03,27.97,35.58,47.87,70.62,"39,590","58,170","74,020","99,570","146,890",,,2015
115200,Support Activities for Animal Production,13-1161,Market Research Analysts and Marketing Specialists,detailed,90,33.6,0.29,1,27.31,"56,810",10,14.34,20.05,23.09,32.54,43.39,"29,830","41,690","48,030","67,690","90,250",,,2015
211100,Oil and Gas Extraction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,230,10.2,0.12,1,35.78,"74,420",3.4,20.04,25.07,33.54,42.44,56.09,"41,680","52,140","69,750","88,280","116,660",,,2015
211100,Oil and Gas Extraction,13-1161,Market Research Analysts and Marketing Specialists,detailed,370,12.9,0.19,2,45.12,"93,840",5.2,21.31,30.15,43.03,61.06,73.51,"44,320","62,700","89,510","127,000","152,900",,,2015
211100,Oil and Gas Extraction,13-2031,Budget Analysts,detailed,80,22.1,0.04,~,40.74,"84,740",5.9,24.55,29.1,39.22,49.62,62.35,"51,060","60,520","81,570","103,210","129,690",,,2015
211100,Oil and Gas Extraction,13-2051,Financial Analysts,detailed,"1,620",10.4,0.84,3,48.37,"100,600",2.3,26.73,33.44,43.67,58.23,75.71,"55,600","69,560","90,840","121,110","157,470",,,2015
211100,Oil and Gas Extraction,15-1121,Computer Systems Analysts,detailed,"3,680",17.5,1.9,2,50.78,"105,620",4.1,26.08,34.97,46.73,61.03,78.9,"54,240","72,750","97,200","126,950","164,110",,,2015
211100,Oil and Gas Extraction,15-1122,Information Security Analysts,detailed,250,14.8,0.13,1,43.88,"91,280",2.8,26.85,34.37,42.93,53.43,63.4,"55,860","71,500","89,300","111,130","131,870",,,2015
211100,Oil and Gas Extraction,15-1141,Database Administrators,detailed,330,10.1,0.17,1,42.47,"88,330",2.6,22.06,30.69,41.8,54.14,62.96,"45,880","63,840","86,940","112,610","130,950",,,2015
211100,Oil and Gas Extraction,15-2031,Operations Research Analysts,detailed,150,12.5,0.08,~,43.12,"89,700",5.9,24.63,31.05,37.9,51.16,69.65,"51,230","64,580","78,840","106,410","144,870",,,2015
212300,Nonmetallic Mineral Mining and Quarrying,13-1161,Market Research Analysts and Marketing Specialists,detailed,40,19.2,0.04,~,33.16,"68,980",14.5,16.81,21.63,28.05,42.6,63.84,"34,960","44,980","58,340","88,610","132,780",,,2015
213100,Support Activities for Mining,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,70,32.4,0.02,~,32.54,"67,680",3.2,17.66,23.46,32.33,39.23,51.62,"36,730","48,800","67,250","81,600","107,370",,,2015
213100,Support Activities for Mining,13-1161,Market Research Analysts and Marketing Specialists,detailed,170,15.2,0.04,~,44.01,"91,550",3.9,25.13,33.27,42.75,50.11,67.2,"52,270","69,200","88,910","104,230","139,770",,,2015
213100,Support Activities for Mining,13-2031,Budget Analysts,detailed,80,29.5,0.02,~,44.12,"91,760",4.5,24.99,29.22,42.85,57.57,69.7,"51,970","60,780","89,120","119,740","144,980",,,2015
213100,Support Activities for Mining,13-2051,Financial Analysts,detailed,180,22.4,0.04,~,45.4,"94,440",7.6,22.02,31.16,41.11,55.96,75.06,"45,800","64,800","85,510","116,400","156,110",,,2015
213100,Support Activities for Mining,15-1121,Computer Systems Analysts,detailed,560,22.8,0.14,~,54.05,"112,430",4.3,31.98,38.57,49.52,63.2,79.2,"66,520","80,220","102,990","131,460","164,730",,,2015
213100,Support Activities for Mining,15-1122,Information Security Analysts,detailed,40,23.9,0.01,~,47.13,"98,020",6.1,33.45,38.8,45.15,53.49,65.34,"69,580","80,700","93,910","111,260","135,900",,,2015
213100,Support Activities for Mining,15-1141,Database Administrators,detailed,70,27.1,0.02,~,45.92,"95,520",9.2,25.99,29.75,43.05,55.6,82.76,"54,050","61,890","89,550","115,640","172,140",,,2015
221100,"Electric Power Generation, Transmission and Distribution",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,370,5,0.09,1,35.07,"72,940",3.3,20.36,25.1,32.85,43.44,55.71,"42,350","52,200","68,330","90,360","115,870",,,2015
221100,"Electric Power Generation, Transmission and Distribution",13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,650",6.5,0.42,4,38.19,"79,430",1.9,21.83,28.27,36.47,46.47,58.38,"45,410","58,790","75,850","96,660","121,440",,,2015
221100,"Electric Power Generation, Transmission and Distribution",13-2031,Budget Analysts,detailed,450,12.8,0.12,2,37.31,"77,610",3.4,22.65,28.26,37.44,44.79,51.8,"47,120","58,780","77,880","93,150","107,740",,,2015
221100,"Electric Power Generation, Transmission and Distribution",13-2041,Credit Analysts,detailed,90,15.2,0.02,~,38.69,"80,460",6.4,24.18,28.1,34.59,44.02,59.13,"50,300","58,460","71,960","91,550","123,000",,,2015
221100,"Electric Power Generation, Transmission and Distribution",13-2051,Financial Analysts,detailed,"1,120",6.2,0.28,2,43.19,"89,840",1.9,26.34,33.04,41.5,50.13,61.89,"54,790","68,720","86,320","104,270","128,730",,,2015
221100,"Electric Power Generation, Transmission and Distribution",15-1121,Computer Systems Analysts,detailed,"2,610",10.1,0.67,3,46.66,"97,050",2,31.03,38.13,46.38,55.78,63.66,"64,540","79,320","96,460","116,030","132,420",,,2015
221100,"Electric Power Generation, Transmission and Distribution",15-1122,Information Security Analysts,detailed,900,5.3,0.23,1,40.16,"83,530",2,26.96,31.65,37.49,47.6,58.51,"56,070","65,830","77,980","99,010","121,700",,,2015
221100,"Electric Power Generation, Transmission and Distribution",15-1141,Database Administrators,detailed,420,7.6,0.11,1,43.96,"91,450",2.1,26.95,34.02,43.7,54.43,61.93,"56,060","70,760","90,890","113,220","128,810",,,2015
221100,"Electric Power Generation, Transmission and Distribution",15-2031,Operations Research Analysts,detailed,630,13,0.16,1,41.13,"85,550",2.5,27.12,32.47,39.04,48.12,58.7,"56,400","67,540","81,190","100,100","122,100",,,2015
221100,"Electric Power Generation, Transmission and Distribution",15-2041,Statisticians,detailed,30,33.2,0.01,~,40.92,"85,100",6.2,26.79,31.22,39.48,47.74,59.77,"55,710","64,930","82,110","99,300","124,330",,,2015
221200,Natural Gas Distribution,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,170,4.1,0.15,1,42.29,"87,970",1.8,30.56,34.79,41.8,48.47,58.15,"63,570","72,360","86,940","100,830","120,950",,,2015
221200,Natural Gas Distribution,13-1161,Market Research Analysts and Marketing Specialists,detailed,730,8.4,0.65,5,36.19,"75,270",3.2,17.55,26.28,34.99,45.71,57.64,"36,510","54,660","72,770","95,080","119,890",,,2015
221200,Natural Gas Distribution,13-2031,Budget Analysts,detailed,130,7.8,0.11,1,37.42,"77,840",3.5,22,27.9,38.12,46.11,53.72,"45,760","58,030","79,280","95,900","111,740",,,2015
221200,Natural Gas Distribution,13-2041,Credit Analysts,detailed,120,25.3,0.11,~,44.07,"91,660",5.4,27.72,33.54,40.81,51.9,61.88,"57,660","69,750","84,880","107,960","128,720",,,2015
221200,Natural Gas Distribution,13-2051,Financial Analysts,detailed,820,6.3,0.73,2,44.67,"92,910",2.1,28.13,34.61,43.41,53.99,63.81,"58,520","71,980","90,300","112,300","132,730",,,2015
221200,Natural Gas Distribution,15-1121,Computer Systems Analysts,detailed,"1,470",6.2,1.3,3,45.96,"95,600",3.1,30.43,37.69,45.97,55.54,63.1,"63,300","78,400","95,620","115,520","131,240",,,2015
221200,Natural Gas Distribution,15-1122,Information Security Analysts,detailed,100,9.3,0.09,1,43.73,"90,950",2.4,27.48,34.35,43.56,53.31,59.87,"57,150","71,450","90,600","110,890","124,530",,,2015
221200,Natural Gas Distribution,15-1141,Database Administrators,detailed,210,6.2,0.18,1,47.6,"99,000",3.5,28.17,35.75,49.32,59.06,68.24,"58,600","74,370","102,600","122,850","141,930",,,2015
221200,Natural Gas Distribution,15-2031,Operations Research Analysts,detailed,180,11.3,0.16,1,40.12,"83,460",5.7,23.72,28.81,37.23,49.83,63.13,"49,340","59,920","77,430","103,640","131,310",,,2015
221200,Natural Gas Distribution,15-2041,Statisticians,detailed,30,32,0.03,~,40.64,"84,520",4,29.68,34.33,40.89,47.69,54.98,"61,730","71,400","85,060","99,200","114,350",,,2015
221300,"Water, Sewage and Other Systems",13-2031,Budget Analysts,detailed,40,3.1,0.09,~,21.86,"45,470",3.3,16.86,19.32,21.47,23.62,28.51,"35,080","40,180","44,650","49,130","59,310",,,2015
221300,"Water, Sewage and Other Systems",15-1121,Computer Systems Analysts,detailed,30,31.3,0.07,~,38.63,"80,350",10.7,19.02,31.76,36.07,44.04,52.25,"39,550","66,050","75,030","91,610","108,680",,,2015
236100,Residential Building Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,50,21.7,0.01,~,29.74,"61,860",4.1,22.17,25.76,29.36,34.16,37.55,"46,120","53,580","61,070","71,060","78,110",,,2015
236100,Residential Building Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,"2,180",6.6,0.32,1,26.49,"55,100",2.4,14.19,18.43,24.36,32.84,40.34,"29,510","38,340","50,670","68,310","83,920",,,2015
236100,Residential Building Construction,13-2031,Budget Analysts,detailed,60,27,0.01,~,33.2,"69,060",5.8,18.97,26.2,31.86,38.21,50.27,"39,450","54,500","66,270","79,470","104,560",,,2015
236100,Residential Building Construction,13-2051,Financial Analysts,detailed,110,14.8,0.02,~,38.86,"80,820",6.9,23.01,31.42,35.99,43.61,56.83,"47,860","65,350","74,850","90,710","118,210",,,2015
236100,Residential Building Construction,15-1121,Computer Systems Analysts,detailed,120,19.9,0.02,~,42.52,"88,440",5.1,23.05,33.18,41.96,49.72,59.56,"47,930","69,020","87,270","103,410","123,890",,,2015
236100,Residential Building Construction,15-1122,Information Security Analysts,detailed,30,39.1,0,~,41.55,"86,430",7.4,31.25,33.28,36.68,52.92,58.89,"64,990","69,230","76,290","110,080","122,500",,,2015
236200,Nonresidential Building Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,220,13.9,0.03,~,34.27,"71,270",5.8,20.05,24.96,32.7,43.01,52.72,"41,700","51,920","68,020","89,460","109,660",,,2015
236200,Nonresidential Building Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,"2,320",5.3,0.32,3,32.5,"67,600",2.6,17.5,22.21,28.83,38.38,53.51,"36,400","46,190","59,960","79,830","111,290",,,2015
236200,Nonresidential Building Construction,13-2031,Budget Analysts,detailed,110,21.5,0.02,~,34.97,"72,740",3.2,24.57,28.64,33.84,38.51,46.03,"51,100","59,560","70,400","80,100","95,730",,,2015
236200,Nonresidential Building Construction,13-2051,Financial Analysts,detailed,200,16.2,0.03,~,36.56,"76,040",4.1,22.29,26.92,34.03,43.81,57.55,"46,370","55,990","70,790","91,120","119,710",,,2015
236200,Nonresidential Building Construction,15-1121,Computer Systems Analysts,detailed,340,10.3,0.05,~,39.54,"82,230",3.8,24.06,29.31,38.67,47.7,57.76,"50,050","60,970","80,430","99,210","120,150",,,2015
236200,Nonresidential Building Construction,15-1122,Information Security Analysts,detailed,60,12.6,0.01,~,44.99,"93,580",8.2,23.63,29.24,42.14,58.63,72.18,"49,150","60,820","87,640","121,940","150,140",,,2015
236200,Nonresidential Building Construction,15-1141,Database Administrators,detailed,110,11.8,0.01,~,43.07,"89,580",5.3,25.31,31.09,42.14,54.89,64.69,"52,640","64,660","87,660","114,170","134,550",,,2015
237100,Utility System Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,80,14.6,0.02,~,28.93,"60,180",4,19.16,22.34,27.53,34.35,41.8,"39,860","46,460","57,260","71,450","86,930",,,2015
237100,Utility System Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,140,18,0.03,~,31.27,"65,050",4.5,17.75,22.56,28.5,36.47,50.44,"36,930","46,930","59,290","75,850","104,910",,,2015
237100,Utility System Construction,13-2051,Financial Analysts,detailed,30,30.5,0.01,~,35.79,"74,440",5.3,21.17,24.57,29.57,48.07,59.42,"44,040","51,100","61,500","99,990","123,590",,,2015
237100,Utility System Construction,15-1121,Computer Systems Analysts,detailed,160,22.6,0.03,~,39.01,"81,150",7.4,22.57,29.97,35.99,46.92,59.01,"46,950","62,330","74,870","97,590","122,750",,,2015
237100,Utility System Construction,15-1122,Information Security Analysts,detailed,50,40.7,0.01,~,40.88,"85,030",6.4,17.18,26.94,43.13,54.55,60.63,"35,730","56,020","89,720","113,460","126,110",,,2015
237200,Land Subdivision,13-1161,Market Research Analysts and Marketing Specialists,detailed,420,23.3,1.05,4,28.35,"58,980",11.1,9.15,16,27.8,39.63,48.05,"19,030","33,270","57,820","82,420","99,950",,,2015
237200,Land Subdivision,13-2051,Financial Analysts,detailed,150,29.3,0.37,1,38.37,"79,820",4.8,25.59,30.36,35.22,41.66,57.96,"53,230","63,160","73,260","86,650","120,560",,,2015
237300,"Highway, Street, and Bridge Construction",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,30,15.5,0.01,~,28.29,"58,850",4.2,20.02,22.02,26.08,32.55,42.11,"41,630","45,800","54,250","67,710","87,590",,,2015
237300,"Highway, Street, and Bridge Construction",13-1161,Market Research Analysts and Marketing Specialists,detailed,40,38.1,0.01,~,29.65,"61,670",4.3,21,24.97,27.73,30.72,40.53,"43,680","51,940","57,670","63,900","84,300",,,2015
237300,"Highway, Street, and Bridge Construction",15-1122,Information Security Analysts,detailed,40,30.6,0.01,~,37.77,"78,570",9.2,25.22,27.35,30.87,48.06,63.17,"52,470","56,880","64,210","99,970","131,390",,,2015
237900,Other Heavy and Civil Engineering Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,80,26,0.07,1,29.43,"61,210",7,15.49,20.01,25.91,37.41,48.26,"32,220","41,630","53,880","77,820","100,370",,,2015
238100,"Foundation, Structure, and Building Exterior Contractors",13-1161,Market Research Analysts and Marketing Specialists,detailed,170,21.5,0.02,~,22.28,"46,340",8.5,9.18,14.51,20.56,28.94,36.88,"19,090","30,190","42,760","60,190","76,700",,,2015
238100,"Foundation, Structure, and Building Exterior Contractors",15-1141,Database Administrators,detailed,40,40,0.01,~,45.06,"93,730",8.1,29.95,38.43,43.54,50.1,60.61,"62,290","79,930","90,560","104,200","126,060",,,2015
238200,Building Equipment Contractors,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,70,14.1,0,~,31.21,"64,910",5.2,17.41,22.46,28.26,36.11,48.79,"36,210","46,730","58,770","75,110","101,480",,,2015
238200,Building Equipment Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,900,10.1,0.05,~,29.95,"62,290",3.8,14.41,20.45,27.43,38.45,47.75,"29,960","42,530","57,050","79,970","99,310",,,2015
238200,Building Equipment Contractors,13-2031,Budget Analysts,detailed,50,47.9,0,~,36.1,"75,090",3.9,29.33,32.38,35.81,40.31,45.45,"61,010","67,350","74,490","83,840","94,530",,,2015
238200,Building Equipment Contractors,13-2051,Financial Analysts,detailed,80,22.3,0,~,36.55,"76,020",3.8,24.81,29.29,36.44,43.88,49.26,"51,600","60,920","75,790","91,260","102,450",,,2015
238200,Building Equipment Contractors,15-1121,Computer Systems Analysts,detailed,160,23.3,0.01,~,38.6,"80,290",5.3,25.6,30.71,35.64,44.27,60.53,"53,250","63,890","74,130","92,070","125,910",,,2015
238200,Building Equipment Contractors,15-1122,Information Security Analysts,detailed,30,29.2,0,~,36.39,"75,690",5.1,19.19,25.43,34.4,45.37,59.08,"39,920","52,900","71,550","94,360","122,900",,,2015
238200,Building Equipment Contractors,15-1141,Database Administrators,detailed,90,28.1,0.01,~,33.1,"68,850",10.4,16.76,22.56,32,43.07,53.89,"34,860","46,920","66,550","89,580","112,100",,,2015
238300,Building Finishing Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,370,17.9,0.05,~,22.98,"47,800",4.7,9.66,15.42,21.62,29.62,36.97,"20,090","32,080","44,970","61,600","76,900",,,2015
238900,Other Specialty Trade Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,200,20.3,0.03,~,28.64,"59,580",8.7,13.76,17.41,26.47,34.15,52.3,"28,630","36,210","55,050","71,030","108,790",,,2015
311100,Animal Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,340,27.6,0.6,2,32.3,"67,190",7.8,14.21,20.47,29.29,38.23,54.4,"29,560","42,590","60,930","79,520","113,150",,,2015
311100,Animal Food Manufacturing,15-1121,Computer Systems Analysts,detailed,30,38.7,0.05,~,36.1,"75,090",4.9,24.93,28.4,34.08,42.39,53.02,"51,850","59,070","70,880","88,170","110,280",,,2015
311200,Grain and Oilseed Milling,13-1161,Market Research Analysts and Marketing Specialists,detailed,160,22.3,0.27,4,31.45,"65,410",5.8,18.76,21.34,27.64,39.87,53.18,"39,020","44,380","57,500","82,940","110,620",,,2015
311200,Grain and Oilseed Milling,13-2051,Financial Analysts,detailed,170,29.4,0.28,2,38.06,"79,150",7.4,20.98,25.76,32.11,41.55,53.58,"43,640","53,590","66,790","86,430","111,440",,,2015
311200,Grain and Oilseed Milling,15-1121,Computer Systems Analysts,detailed,130,32.8,0.22,1,37.52,"78,030",1.9,25.37,30.27,37.43,44.92,50.37,"52,760","62,960","77,850","93,430","104,780",,,2015
311200,Grain and Oilseed Milling,15-2031,Operations Research Analysts,detailed,110,41.8,0.19,~,28.67,"59,620",3.8,18.76,21.16,25.72,33.19,45.46,"39,020","44,010","53,490","69,040","94,550",,,2015
311300,Sugar and Confectionery Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,30,32.6,0.05,1,29.73,"61,840",5.1,20.05,22.38,28.71,35.74,42.77,"41,710","46,550","59,720","74,340","88,950",,,2015
311300,Sugar and Confectionery Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,170,19.5,0.23,2,28.34,"58,950",3.2,15.29,19.61,26.48,34.91,45.42,"31,810","40,800","55,070","72,610","94,470",,,2015
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,30,21,0.02,1,27.2,"56,570",9.7,16.76,19.77,23.98,30.26,49.58,"34,870","41,120","49,870","62,940","103,130",,,2015
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,210,10.3,0.13,3,28.03,"58,300",4.2,16.86,20.68,25.36,31.2,43.85,"35,060","43,020","52,750","64,900","91,200",,,2015
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-2051,Financial Analysts,detailed,100,8.4,0.06,2,32.36,"67,310",1.7,23.33,26.46,31.29,37.45,44.62,"48,520","55,040","65,090","77,900","92,800",,,2015
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,15-1121,Computer Systems Analysts,detailed,50,12.1,0.03,1,39.33,"81,810",4,22.93,31.12,37.26,48.33,56.38,"47,680","64,740","77,500","100,520","117,280",,,2015
311500,Dairy Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,30,13.8,0.02,1,27.89,"58,010",4.5,20.37,23.28,26.87,31.16,38.96,"42,370","48,420","55,890","64,810","81,040",,,2015
311500,Dairy Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,260,11.6,0.19,4,29.47,"61,300",3.4,17.29,21.28,26.88,35.89,45.99,"35,960","44,260","55,920","74,640","95,660",,,2015
311500,Dairy Product Manufacturing,13-2051,Financial Analysts,detailed,80,14.7,0.06,1,35.45,"73,740",5.4,20.12,26.52,33.85,41.68,50.44,"41,860","55,150","70,410","86,700","104,910",,,2015
311500,Dairy Product Manufacturing,15-1121,Computer Systems Analysts,detailed,80,8.4,0.06,1,39.72,"82,610",2.9,26.01,30.69,39.62,48.37,56.29,"54,090","63,840","82,420","100,600","117,090",,,2015
311600,Animal Slaughtering and Processing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,80,8.4,0.02,1,22.41,"46,600",3,15.63,17.17,20.05,26.14,34.1,"32,510","35,710","41,690","54,360","70,930",,,2015
311600,Animal Slaughtering and Processing,13-1161,Market Research Analysts and Marketing Specialists,detailed,150,12.2,0.03,2,30.94,"64,360",4.5,15.1,19.66,27.12,39.86,53.86,"31,410","40,890","56,410","82,900","112,020",,,2015
311600,Animal Slaughtering and Processing,15-1121,Computer Systems Analysts,detailed,30,36.9,0.01,~,35.91,"74,680",5.2,18.56,29.01,37.02,44.67,49.86,"38,600","60,350","77,010","92,920","103,700",,,2015
311800,Bakeries and Tortilla Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,70,11.8,0.02,~,31.71,"65,960",3.9,18.94,23.1,29.26,41.22,47.89,"39,400","48,050","60,850","85,730","99,600",,,2015
311800,Bakeries and Tortilla Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,370,12.7,0.13,1,30.31,"63,040",2.4,18.11,21.73,27.75,37.36,47.35,"37,670","45,200","57,710","77,700","98,480",,,2015
311800,Bakeries and Tortilla Manufacturing,13-2051,Financial Analysts,detailed,150,26.8,0.05,~,39.32,"81,790",4.1,24.17,28.83,37.69,46.98,57.33,"50,280","59,970","78,390","97,710","119,250",,,2015
311900,Other Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,50,16.3,0.03,1,29.6,"61,570",3.2,17.23,21.32,28.61,36.61,45,"35,830","44,340","59,510","76,140","93,590",,,2015
311900,Other Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,620,9.2,0.32,6,29.84,"62,060",3.1,15.8,20.2,26.83,36.14,49.48,"32,870","42,010","55,800","75,170","102,920",,,2015
311900,Other Food Manufacturing,13-2051,Financial Analysts,detailed,100,20.3,0.05,1,37.76,"78,540",2.7,25.59,29.68,36.04,43.44,49.59,"53,220","61,740","74,970","90,350","103,150",,,2015
311900,Other Food Manufacturing,15-1121,Computer Systems Analysts,detailed,140,8.8,0.07,1,33.22,"69,090",4.4,17.54,21.91,30.29,42.74,54.86,"36,470","45,580","63,000","88,890","114,100",,,2015
311900,Other Food Manufacturing,15-2031,Operations Research Analysts,detailed,40,10.7,0.02,~,42.07,"87,500",3.2,27.22,33.31,40.99,48.82,59.67,"56,610","69,280","85,260","101,550","124,110",,,2015
312100,Beverage Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,50,18.6,0.02,~,31.83,"66,210",7,20.18,22.78,29.26,36.84,53.99,"41,970","47,380","60,860","76,620","112,300",,,2015
312100,Beverage Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,300",8.5,0.63,8,29.36,"61,060",3.1,15.32,19.19,26.01,35.57,48.07,"31,860","39,910","54,100","73,990","99,980",,,2015
312100,Beverage Manufacturing,13-2051,Financial Analysts,detailed,80,22.3,0.04,~,38.77,"80,650",7.8,23.22,30.46,36.96,45.09,55.1,"48,300","63,360","76,890","93,780","114,610",,,2015
312100,Beverage Manufacturing,15-1121,Computer Systems Analysts,detailed,230,14.1,0.11,1,37.95,"78,940",5,20.48,30.16,36.99,46.83,57.52,"42,590","62,730","76,930","97,410","119,650",,,2015
312200,Tobacco Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,30,35.3,0.26,4,29.28,"60,910",12,15.98,17.97,23.61,35.85,52.04,"33,240","37,370","49,110","74,580","108,240",,,2015
312200,Tobacco Manufacturing,15-1121,Computer Systems Analysts,detailed,100,41.4,0.75,5,40.1,"83,410",3.1,26.06,32.8,41.08,47.45,54.61,"54,210","68,220","85,450","98,690","113,580",,,2015
313200,Fabric Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,60,11.4,0.1,3,29.22,"60,770",4.9,15,18.84,26.79,40.33,47.9,"31,200","39,190","55,720","83,880","99,630",,,2015
313300,Textile and Fabric Finishing and Fabric Coating Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,90,14.9,0.27,3,32.21,"66,990",9,16.3,19.97,25.32,41.8,60.31,"33,900","41,530","52,660","86,940","125,450",,,2015
314100,Textile Furnishings Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,110,19.4,0.21,2,27.4,"56,990",3.9,15.93,19.72,25.99,32.86,39.52,"33,130","41,010","54,050","68,340","82,200",,,2015
314100,Textile Furnishings Mills,15-1121,Computer Systems Analysts,detailed,30,10.2,0.06,~,36.77,"76,480",3.9,17.93,31.61,37.64,44.24,52.72,"37,300","65,740","78,300","92,020","109,650",,,2015
314900,Other Textile Product Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,200,12.7,0.31,2,27.42,"57,040",3.2,15.55,18.83,24.52,35.07,42.64,"32,340","39,160","51,010","72,960","88,700",,,2015
315200,Cut and Sew Apparel Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,420,13,0.37,2,32.95,"68,540",3.3,17.82,22.23,29.29,40.46,56.5,"37,070","46,230","60,930","84,150","117,520",,,2015
315200,Cut and Sew Apparel Manufacturing,13-2051,Financial Analysts,detailed,40,31.5,0.03,~,36.69,"76,320",3.4,25.41,28.91,34.37,41.93,55.23,"52,850","60,120","71,480","87,210","114,870",,,2015
315200,Cut and Sew Apparel Manufacturing,15-1121,Computer Systems Analysts,detailed,40,30,0.03,~,37.56,"78,130",5.8,22.25,31.03,36.78,45.95,54.67,"46,280","64,540","76,500","95,570","113,710",,,2015
315900,Apparel Accessories and Other Apparel Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,80,27.6,0.66,3,31.98,"66,510",3.4,18.66,22.17,29.76,39.98,50.94,"38,820","46,120","61,900","83,160","105,950",,,2015
316200,Footwear Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,70,34.9,0.55,2,36.92,"76,800",6.7,19.55,24.86,33.57,48.84,58.41,"40,660","51,710","69,820","101,590","121,490",,,2015
316900,Other Leather and Allied Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,70,10.5,0.53,3,30.1,"62,600",4.4,16.59,21.13,28.47,37.66,46.63,"34,510","43,960","59,230","78,340","96,980",,,2015
321200,"Veneer, Plywood, and Engineered Wood Product Manufacturing",13-1161,Market Research Analysts and Marketing Specialists,detailed,30,21.6,0.04,1,26.65,"55,440",5.5,17.64,21.09,25.74,29.96,39.62,"36,690","43,870","53,550","62,310","82,400",,,2015
321900,Other Wood Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,170,14.6,0.08,1,26.8,"55,740",3.5,15.29,17.85,24.88,32.99,43.35,"31,800","37,130","51,760","68,610","90,160",,,2015
321900,Other Wood Product Manufacturing,15-1121,Computer Systems Analysts,detailed,60,35.9,0.03,~,37.41,"77,820",3.8,24.15,28.82,37.01,45.08,52.15,"50,230","59,940","76,980","93,770","108,480",,,2015
322100,"Pulp, Paper, and Paperboard Mills",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,40,19.1,0.04,2,33.15,"68,960",3,21.59,28.67,33.9,37.81,44.52,"44,910","59,630","70,520","78,650","92,600",,,2015
322100,"Pulp, Paper, and Paperboard Mills",13-1161,Market Research Analysts and Marketing Specialists,detailed,90,14.4,0.09,3,26.77,"55,690",5.4,14.16,17.39,24.36,31.34,45.57,"29,460","36,170","50,680","65,200","94,780",,,2015
322100,"Pulp, Paper, and Paperboard Mills",13-2051,Financial Analysts,detailed,150,15.4,0.14,3,36.58,"76,090",3.7,20.94,25.9,32.37,41.74,58.26,"43,560","53,860","67,330","86,820","121,180",,,2015
